ind,user_id,date,yes_no,start_etime,end_etime,start_stime,end_stime,source,target,trip_time_sec,path,day
68,502cf6cb6e47dcdf,02/16/2021,yes,1613466043724,1613467994335,2021-02-16 17:00:43,2021-02-16 17:33:14,L1_Shop_walkway_3,L1_Entrance_1,1950,"['L1_Shop_walkway_3', 'B1_Supermarket_entrance_1', 'L1_Shop_walkway_3', 'L2_FC_zone_11', 'L2_FC_zone_7', 'L2_FC_zone_8_walkway', 'L2_FC_zone_8', 'L2_FC_zone_1', 'L1_Yassin_walkway', 'L1_Entrance_1_lobby', 'L1_Entrance_1']",weekday
69,502cf6cb6e47dcdf,02/08/2021,yes,1612762524179,1612763447855,2021-02-08 13:35:24,2021-02-08 13:50:47,L2_FC_zone_5,B1_Supermarket_entrance_1,923,"['L2_FC_zone_5', 'L2_FC_zone_4', 'L2_FC_zone_8_walkway', 'L2_CLL', 'L1_CLL', 'L1_Shop_walkway_2', 'L1_Shop_walkway_1', 'L1_CP_zone_2', 'L1_CP_zone_1', 'L1_Entrance_6', 'L1_Thoroughfare', 'L1_Entrance_6', 'L1_Entrance_5', 'L1_Entrance_6', 'L1_R2_LL', 'B1_R2_LL', 'B2_R2_LL', 'B2_Carpark_zone_5', 'B2_Carpark_zone_4', 'B2_ELL_2', 'B1_ELL', 'L1_ELL', 'L1_Shop_walkway_3', 'B1_Supermarket_entrance_1', 'B1_Posb_bank', 'B1_Supermarket_entrance_1']",weekday
70,502cf6cb6e47dcdf,02/08/2021,yes,1612764011710,1612764959423,2021-02-08 14:00:11,2021-02-08 14:15:59,B1_Supermarket_entrance_2,L1_CP_zone_3,947,"['B1_Supermarket_entrance_2', 'B1_CLL', 'L1_CLL', 'L1_Shop_walkway_2', 'L1_Shop_walkway_1', 'L1_Yassin_walkway', 'L1_Entrance_1_lobby', 'L1_Yassin_walkway', 'L1_CP_zone_2', 'L1_CP_zone_3']",weekday
71,502cf6cb6e47dcdf,02/15/2021,yes,1613345940202,1613346011357,2021-02-15 07:39:00,2021-02-15 07:40:11,L1_Entrance_3,L1_Entrance_7,71,"['L1_Entrance_3', 'L1_CP_zone_4', 'L1_CP_zone_3', 'L1_CP_zone_1', 'L1_Entrance_7']",weekday
72,502cf6cb6e47dcdf,02/15/2021,yes,1613379747173,1613380572656,2021-02-15 17:02:27,2021-02-15 17:16:12,B1_Supermarket_entrance_1,L2_FC_zone_3,825,"['B1_Supermarket_entrance_1', 'B1_Posb_bank', 'B1_Supermarket_entrance_1', 'L1_Shop_walkway_3', 'L1_Entrance_mrt', 'L1_Entrance_7', 'L1_CP_zone_1', 'L1_CP_zone_2', 'L1_Yassin_walkway', 'L1_Entrance_1_lobby', 'L1_Yassin_walkway', 'L1_CP_zone_2', 'L1_CP_zone_3', 'L1_CP_zone_2', 'L1_Yassin_walkway', 'L1_Entrance_1_lobby', 'L1_Entrance_1', 'L1_SLL_corridor', 'L1_SLL', 'L2_SLL', 'L2_SLL_corridor', 'L2_FC_zone_4', 'L2_FC_zone_3']",weekday
73,55834407ecfba870,02/09/2021,yes,1612852457804,1612853565015,2021-02-09 14:34:17,2021-02-09 14:52:45,L2_FC_zone_2,L1_PG,1107,"['L2_FC_zone_2', 'L2_FC_zone_3', 'L2_FC_zone_2', 'L2_FC_zone_1', 'L1_Yassin_walkway', 'L1_Entrance_1_lobby', 'L1_Yassin_walkway', 'L1_CP_zone_2', 'L1_CP_zone_3', 'L1_Entrance_4', 'L1_Entrance_5', 'L1_PG']",weekday
74,55834407ecfba870,02/18/2021,yes,1613626268862,1613627148534,2021-02-18 13:31:08,2021-02-18 13:45:48,L1_Entrance_1_lobby,L1_Thoroughfare,879,"['L1_Entrance_1_lobby', 'L1_Yassin_walkway', 'L1_CP_zone_2', 'L1_CP_zone_1', 'L1_Entrance_6', 'L1_Entrance_5', 'L1_PG', 'L1_Thoroughfare']",weekday
75,55834407ecfba870,02/15/2021,yes,1613366595856,1613368271547,2021-02-15 13:23:15,2021-02-15 13:51:11,L2_FC_zone_1,L2_FC_zone_3,1675,"['L2_FC_zone_1', 'L2_FC_zone_4', 'L2_FC_zone_5', 'L2_FC_zone_4', 'L2_FC_zone_1', 'L2_FC_zone_2', 'L2_FC_zone_3']",weekday
76,55834407ecfba870,02/17/2021,yes,1613559327604,1613559633704,2021-02-17 18:55:27,2021-02-17 19:00:33,L1_CP_zone_2,L1_PG,306,"['L1_CP_zone_2', 'L1_Shop_walkway_1', 'L1_Shop_walkway_2', 'L1_Shop_walkway_1', 'L1_CP_zone_2', 'L1_CP_zone_3', 'L1_Entrance_4', 'L1_Entrance_5', 'L1_PG']",weekday
77,57f2f8cb6aa5638c,02/19/2021,yes,1613707780870,1613707869136,2021-02-19 12:09:40,2021-02-19 12:11:09,L1_CP_zone_2,L1_Thoroughfare,88,"['L1_CP_zone_2', 'L1_CP_zone_1', 'L1_Entrance_6', 'L1_Thoroughfare']",weekday
78,5bf8a1e773cf77a5,02/17/2021,yes,1613567083266,1613567451062,2021-02-17 21:04:43,2021-02-17 21:10:51,L10_R2_LL,L1_CP_zone_1,367,"['L10_R2_LL', 'L9_R2_LL', 'L8_R2_LL', 'L7_R2_LL', 'L6_R2_LL', 'L5_R2_LL', 'L4_R2_LL', 'L1_R2_LL', 'L1_Entrance_6', 'L1_CP_zone_1', 'L1_CP_zone_2', 'L1_CP_zone_1']",weekday
79,5bf8a1e773cf77a5,02/24/2021,yes,1614171887684,1614171925044,2021-02-24 21:04:47,2021-02-24 21:05:25,L10_R2_LL,L1_R2_LL,37,"['L10_R2_LL', 'L9_R2_LL', 'L8_R2_LL', 'L7_R2_LL', 'L6_R2_LL', 'L5_R2_LL', 'L4_R2_LL', 'L1_R2_LL']",weekday
80,5d776eb3dd0ba53f,02/01/2021,yes,1612163531912,1612163771347,2021-02-01 15:12:11,2021-02-01 15:16:11,L6_ST_5,L6_ELL,239,"['L6_ST_5', 'L6_AAH_walkway', 'L6_ELL_corridor', 'L6_ELL']",weekday
81,5d776eb3dd0ba53f,02/01/2021,yes,1612168051746,1612168509121,2021-02-01 16:27:31,2021-02-01 16:35:09,L6_CLL,L2_FC_zone_4,457,"['L6_CLL', 'L4_CLL', 'L3_CLL', 'L2_CLL', 'L2_FC_zone_8_walkway', 'L2_FC_zone_8', 'L2_FC_zone_1', 'L2_FC_zone_4']",weekday
82,6028cb1bef3b93e7,02/26/2021,yes,1614305499618,1614306058540,2021-02-26 10:11:39,2021-02-26 10:20:58,L1_Entrance_4,L2_FC_zone_8,558,"['L1_Entrance_4', 'L1_CP_zone_3', 'L1_CP_zone_2', 'L1_Shop_walkway_1', 'L1_CLL', 'L2_CLL', 'L2_FC_zone_8_walkway', 'L2_FC_zone_9_walkway', 'L2_FC_zone_9', 'L2_FC_zone_8']",weekday
83,6028cb1bef3b93e7,02/26/2021,yes,1614307169084,1614307613862,2021-02-26 10:39:29,2021-02-26 10:46:53,L2_FC_zone_9,B1_Supermarket_entrance_1,444,"['L2_FC_zone_9', 'L2_FC_zone_9_walkway', 'L2_FC_zone_7', 'L2_FC_zone_11', 'L1_Shop_walkway_3', 'B1_Supermarket_entrance_1']",weekday
84,6028cb1bef3b93e7,02/26/2021,yes,1614307984243,1614308696382,2021-02-26 10:53:04,2021-02-26 11:04:56,B1_Supermarket_entrance_2,L1_PG,712,"['B1_Supermarket_entrance_2', 'B1_CLL', 'B1_Posb_bank', 'B1_Supermarket_entrance_1', 'B1_Posb_bank', 'B1_CLL', 'L1_CLL', 'L1_Shop_walkway_1', 'L1_CP_zone_2', 'L1_CP_zone_3', 'L1_Entrance_4', 'L1_Entrance_5', 'L1_PG']",weekday
85,6028cb1bef3b93e7,02/10/2021,yes,1612929019535,1612929506480,2021-02-10 11:50:19,2021-02-10 11:58:26,L1_CP_zone_3,L2_FC_zone_8,486,"['L1_CP_zone_3', 'L1_CP_zone_2', 'L1_Yassin_walkway', 'L1_Entrance_1_lobby', 'L1_Yassin_walkway', 'L1_CP_zone_2', 'L1_CP_zone_1', 'L1_CP_zone_2', 'L1_Yassin_walkway', 'L2_FC_zone_1', 'L2_FC_zone_4', 'L2_FC_zone_1', 'L2_FC_zone_8']",weekday
86,65b0de4f9a16a5f2,02/04/2021,yes,1612396529941,1612397635967,2021-02-04 07:55:29,2021-02-04 08:13:55,L4_R2_LL,L9_CG_garden_zone_2,1106,"['L4_R2_LL', 'L5_R2_LL', 'L6_R2_LL', 'L6_R2_LL_corridor', 'L6_Deck_4', 'L6_FC_walkway', 'L6_FC', 'L6_ST_4', 'L6_AAH_walkway', 'L6_CLL', 'L6_CCC_walkway', 'L6_SLL_corridor', 'L6_SLL', 'L7_SLL', 'L8_SLL', 'L9_SLL', 'L9_SLL_corridor', 'L9_CG_sitting_area', 'L9_CG_entrance', 'L9_CG_garden_zone_1', 'L9_CG_garden_zone_2']",weekday
87,65b0de4f9a16a5f2,02/04/2021,yes,1612404155887,1612404758696,2021-02-04 10:02:35,2021-02-04 10:12:38,L9_CG_garden_zone_1,L6_ST_1,602,"['L9_CG_garden_zone_1', 'L9_CG_entrance', 'L9_CG_sitting_area', 'L9_SLL_corridor', 'L9_SLL', 'L8_SLL', 'L7_SLL', 'L6_SLL', 'L2_SLL', 'L1_SLL', 'L2_SLL', 'L6_SLL', 'L6_SLL_corridor', 'L6_CCC_walkway', 'L6_ST_1']",weekday
88,65b0de4f9a16a5f2,02/04/2021,yes,1612409745491,1612410167407,2021-02-04 11:35:45,2021-02-04 11:42:47,L6_CLL,L4_R2_LL,421,"['L6_CLL', 'L4_CLL', 'L3_CLL', 'L2_CLL', 'L1_CLL', 'L1_Shop_walkway_2', 'L1_Shop_walkway_3', 'L1_Entrance_mrt', 'L1_Entrance_7', 'L1_CP_zone_1', 'L1_Entrance_6', 'L1_R2_LL', 'L4_R2_LL']",weekday
89,65b0de4f9a16a5f2,02/04/2021,yes,1612431750580,1612432000606,2021-02-04 17:42:30,2021-02-04 17:46:40,L4_R2_deck,L1_Entrance_7,250,"['L4_R2_deck', 'L4_R2_LL_corridor', 'L4_R2_LL', 'L1_R2_LL', 'L1_Entrance_6', 'L1_CP_zone_1', 'L1_Entrance_7']",weekday
90,65b0de4f9a16a5f2,02/04/2021,yes,1612434584526,1612435121983,2021-02-04 18:29:44,2021-02-04 18:38:41,L1_Entrance_8,L4_R2_LL,537,"['L1_Entrance_8', 'L1_ELL', 'L2_ELL_2', 'L6_ELL', 'L6_ELL_corridor', 'L6_AAH_walkway', 'L6_CCC_walkway', 'L6_ST_1', 'L6_CCC_walkway', 'L6_AAH_walkway', 'L6_CLL', 'L6_AAH_walkway', 'L6_ST_4', 'L6_FC', 'L6_FC_walkway', 'L6_Deck_4', 'L6_R2_LL_corridor', 'L6_R2_LL', 'L5_R2_LL', 'L4_R2_LL']",weekday
91,65b0de4f9a16a5f2,02/10/2021,yes,1612921452485,1612921565672,2021-02-10 09:44:12,2021-02-10 09:46:05,L4_R2_LL,L6_AAH_walkway,113,"['L4_R2_LL', 'L5_R2_LL', 'L6_R2_LL', 'L6_R2_LL_corridor', 'L6_Deck_4', 'L6_FC_walkway', 'L6_ST_5', 'L6_FC', 'L6_ST_4', 'L6_AAH_walkway']",weekday
92,65b0de4f9a16a5f2,02/10/2021,yes,1612927397658,1612927902594,2021-02-10 11:23:17,2021-02-10 11:31:42,L6_ELL,L4_R2_LL,504,"['L6_ELL', 'L6_ELL_corridor', 'L6_AAH_walkway', 'L6_CCC_walkway', 'L6_CLL', 'L4_CLL', 'L3_CLL', 'L2_CLL', 'L2_FC_zone_8_walkway', 'L2_FC_zone_4', 'L2_FC_zone_1', 'L1_Yassin_walkway', 'L1_CP_zone_2', 'L1_CP_zone_3', 'L1_CP_zone_4', 'L1_R2_LL', 'L4_R2_LL']",weekday
93,65b0de4f9a16a5f2,02/10/2021,yes,1612939982114,1612940253487,2021-02-10 14:53:02,2021-02-10 14:57:33,L4_R2_deck,L1_Entrance_7,271,"['L4_R2_deck', 'L4_R2_LL_corridor', 'L4_R2_LL', 'L1_R2_LL', 'L1_Entrance_6', 'L1_CP_zone_1', 'L1_Entrance_7']",weekday
94,65b0de4f9a16a5f2,02/10/2021,yes,1612944876206,1612945228137,2021-02-10 16:14:36,2021-02-10 16:20:28,L1_Entrance_7,L4_R2_LL,351,"['L1_Entrance_7', 'L1_CP_zone_1', 'L1_CP_zone_2', 'L1_Yassin_walkway', 'L1_Entrance_1_lobby', 'L1_Yassin_walkway', 'L1_CP_zone_2', 'L1_CP_zone_3', 'L1_CP_zone_4', 'L1_R2_LL', 'L4_R2_LL']",weekday
95,65b0de4f9a16a5f2,02/03/2021,yes,1612312093276,1612312511827,2021-02-03 08:28:13,2021-02-03 08:35:11,L4_R2_LL,L6_ELL,418,"['L4_R2_LL', 'L5_R2_LL', 'L6_R2_LL', 'L6_R2_LL_corridor', 'L6_Deck_4', 'L6_FC_walkway', 'L6_FC', 'L6_ST_5', 'L6_AAH_walkway', 'L6_CLL', 'L6_AAH_walkway', 'L6_ELL_corridor', 'L6_ELL']",weekday
96,65b0de4f9a16a5f2,02/03/2021,yes,1612315458328,1612316144993,2021-02-03 09:24:18,2021-02-03 09:35:44,L6_ST_5,L4_R2_LL,686,"['L6_ST_5', 'L6_FC', 'L6_FC_walkway', 'L6_Deck_4', 'L6_R2_LL_corridor', 'L6_R2_LL', 'L5_R2_LL', 'L4_R2_LL']",weekday
97,65b0de4f9a16a5f2,02/11/2021,yes,1613002783462,1613003190247,2021-02-11 08:19:43,2021-02-11 08:26:30,L4_R2_LL,L1_Shop_walkway_3,406,"['L4_R2_LL', 'L5_R2_LL', 'L6_R2_LL', 'L6_R2_LL_corridor', 'L6_Deck_4', 'L6_FC_walkway', 'L6_FC', 'L6_ST_4', 'L6_AAH_walkway', 'L6_CLL', 'L4_CLL', 'L3_CLL', 'L2_CLL', 'L1_CLL', 'L1_Shop_walkway_2', 'L1_Shop_walkway_3']",weekday
98,65b0de4f9a16a5f2,02/11/2021,yes,1613004999256,1613005105899,2021-02-11 08:56:39,2021-02-11 08:58:25,L1_Entrance_7,L4_R2_LL,106,"['L1_Entrance_7', 'L1_CP_zone_1', 'L1_Entrance_6', 'L1_R2_LL', 'L4_R2_LL']",weekday
99,65b0de4f9a16a5f2,02/11/2021,yes,1613007174780,1613007362398,2021-02-11 09:32:54,2021-02-11 09:36:02,L4_R2_LL,L6_ELL,187,"['L4_R2_LL', 'L5_R2_LL', 'L6_R2_LL', 'L6_R2_LL_corridor', 'L6_Deck_4', 'L6_FC_walkway', 'L6_ST_5', 'L6_FC', 'L6_ST_4', 'L6_AAH_walkway', 'L6_ELL_corridor', 'L6_ELL']",weekday
100,65b0de4f9a16a5f2,02/11/2021,yes,1613010235117,1613010418813,2021-02-11 10:23:55,2021-02-11 10:26:58,L6_ELL,L4_R2_LL,183,"['L6_ELL', 'L6_ELL_corridor', 'L6_AAH_walkway', 'L6_ST_4', 'L6_FC', 'L6_FC_walkway', 'L6_Deck_4', 'L6_R2_LL_corridor', 'L6_R2_LL', 'L5_R2_LL', 'L4_R2_LL']",weekday
101,65b0de4f9a16a5f2,02/02/2021,yes,1612243889052,1612244001195,2021-02-02 13:31:29,2021-02-02 13:33:21,L4_R2_LL,L1_Entrance_7,112,"['L4_R2_LL', 'L1_R2_LL', 'L1_Entrance_6', 'L1_CP_zone_1', 'L1_Entrance_7']",weekday
102,65b0de4f9a16a5f2,02/02/2021,yes,1612247071258,1612247164457,2021-02-02 14:24:31,2021-02-02 14:26:04,L1_Entrance_7,L4_R2_LL,93,"['L1_Entrance_7', 'L1_CP_zone_1', 'L1_Entrance_6', 'L1_R2_LL', 'L4_R2_LL']",weekday
103,65b0de4f9a16a5f2,02/02/2021,yes,1612259093658,1612259203251,2021-02-02 17:44:53,2021-02-02 17:46:43,L4_R2_LL,L1_Entrance_7,109,"['L4_R2_LL', 'L1_R2_LL', 'L1_Entrance_6', 'L1_CP_zone_1', 'L1_Entrance_7']",weekday
104,65b0de4f9a16a5f2,02/02/2021,yes,1612261397243,1612261743967,2021-02-02 18:23:17,2021-02-02 18:29:03,L1_Entrance_8,L4_R2_LL,346,"['L1_Entrance_8', 'L1_ELL', 'L2_ELL_2', 'L6_ELL', 'L6_ELL_corridor', 'L6_AAH_walkway', 'L6_ST_5', 'L6_AAH_walkway', 'L6_CLL', 'L6_AAH_walkway', 'L6_ST_4', 'L6_FC', 'L6_FC_walkway', 'L6_Deck_4', 'L6_R2_LL_corridor', 'L6_R2_LL', 'L5_R2_LL', 'L4_R2_LL']",weekday
105,6c20e27e2bd7c81d,02/09/2021,yes,1612866058172,1612866368348,2021-02-09 18:20:58,2021-02-09 18:26:08,L2_FC_zone_9,L9_R1_LL,310,"['L2_FC_zone_9', 'L2_FC_zone_9_walkway', 'L2_FC_zone_8_walkway', 'L2_CLL', 'L3_CLL', 'L4_CLL', 'L6_CLL', 'L6_AAH_walkway', 'L6_ST_5', 'L6_FC_walkway', 'L6_Deck_4', 'L6_R2_LL_corridor', 'L6_Deck_3', 'L6_Link_bridge', 'L6_Deck_2', 'L6_R1_LL_corridor', 'L6_R1_LL', 'L7_R1_LL', 'L8_R1_LL', 'L9_R1_LL']",weekday
106,71fc05b14b631bec,02/23/2021,yes,1614058748243,1614059784419,2021-02-23 13:39:08,2021-02-23 13:56:24,B1_Supermarket_entrance_1,L8_RG_zone_2,1036,"['B1_Supermarket_entrance_1', 'L1_Shop_walkway_3', 'L1_Shop_walkway_2', 'L1_Shop_walkway_3', 'L2_FC_zone_11', 'L2_FC_zone_9_walkway', 'L2_FC_zone_9', 'L2_FC_zone_8', 'L2_FC_zone_8_walkway', 'L2_CLL', 'L3_CLL', 'L4_CLL', 'L6_CLL', 'L6_CCC_walkway', 'L6_AAH_walkway', 'L6_ST_4', 'L6_FC', 'L6_FC_walkway', 'L6_Deck_4', 'L6_R2_LL_corridor', 'L6_R2_LL', 'L7_R2_LL', 'L8_R2_LL', 'L9_R2_LL', 'L10_R2_LL', 'L9_R2_LL', 'L8_R2_LL', 'L7_R2_LL', 'L6_R2_LL', 'L6_R2_LL_corridor', 'L6_Deck_4', 'L6_FC_walkway', 'L6_ST_5', 'L6_AAH_walkway', 'L6_CLL', 'L7_CLL', 'L8_CLL', 'L8_RG_zone_2']",weekday
107,71fc05b14b631bec,02/23/2021,yes,1614084001393,1614084166775,2021-02-23 20:40:01,2021-02-23 20:42:46,L10_R2_LL,L1_PG,165,"['L10_R2_LL', 'L9_R2_LL', 'L8_R2_LL', 'L7_R2_LL', 'L6_R2_LL', 'L5_R2_LL', 'L4_R2_LL', 'L1_R2_LL', 'L1_Entrance_6', 'L1_Entrance_5', 'L1_Entrance_6', 'L1_Thoroughfare', 'L1_PG']",weekday
108,71fc05b14b631bec,02/23/2021,yes,1614084921724,1614085367550,2021-02-23 20:55:21,2021-02-23 21:02:47,L1_PG,L10_R2_LL,445,"['L1_PG', 'L1_Thoroughfare', 'L1_Entrance_6', 'L1_R2_LL', 'L4_R2_LL', 'L5_R2_LL', 'L6_R2_LL', 'L7_R2_LL', 'L8_R2_LL', 'L9_R2_LL', 'L10_R2_LL']",weekday
109,71fc05b14b631bec,02/24/2021,yes,1614119758677,1614120014008,2021-02-24 06:35:58,2021-02-24 06:40:14,L10_R2_LL,L1_Entrance_7,255,"['L10_R2_LL', 'L9_R2_LL', 'L8_R2_LL', 'L7_R2_LL', 'L6_R2_LL', 'L5_R2_LL', 'L4_R2_LL', 'L1_R2_LL', 'L1_Entrance_6', 'L1_CP_zone_1', 'L1_Entrance_7']",weekday
110,71fc05b14b631bec,02/24/2021,yes,1614146115301,1614146204378,2021-02-24 13:55:15,2021-02-24 13:56:44,L1_Entrance_7,L1_Shop_walkway_2,89,"['L1_Entrance_7', 'L1_Thoroughfare', 'L1_Entrance_6', 'L1_CP_zone_1', 'L1_CP_zone_2', 'L1_Shop_walkway_1', 'L1_CLL', 'L1_Shop_walkway_2']",weekday
111,71fc05b14b631bec,02/24/2021,yes,1614146571271,1614146758254,2021-02-24 14:02:51,2021-02-24 14:05:58,L1_Shop_walkway_2,L9_R2_LL,186,"['L1_Shop_walkway_2', 'L1_Shop_walkway_1', 'L1_CP_zone_2', 'L1_CP_zone_3', 'L1_Fish_pond', 'L1_CP_zone_4', 'L1_R2_LL', 'L4_R2_LL', 'L5_R2_LL', 'L6_R2_LL', 'L7_R2_LL', 'L8_R2_LL', 'L9_R2_LL']",weekday
112,71fc05b14b631bec,02/24/2021,yes,1614154020726,1614154199981,2021-02-24 16:07:00,2021-02-24 16:09:59,L10_R2_LL,L1_PG,179,"['L10_R2_LL', 'L11_R2_LL', 'L10_R2_LL', 'L9_R2_LL', 'L8_R2_LL', 'L7_R2_LL', 'L6_R2_LL', 'L5_R2_LL', 'L4_R2_LL', 'L1_R2_LL', 'L1_Entrance_6', 'L1_Entrance_5', 'L1_Entrance_6', 'L1_Thoroughfare', 'L1_Entrance_6', 'L1_Entrance_5', 'L1_Entrance_4', 'L1_Entrance_5', 'L1_PG']",weekday
113,71fc05b14b631bec,02/24/2021,yes,1614156261352,1614156442145,2021-02-24 16:44:21,2021-02-24 16:47:22,L1_PG,L10_R2_LL,180,"['L1_PG', 'L1_Thoroughfare', 'L1_Entrance_6', 'L1_Entrance_5', 'L1_Entrance_6', 'L1_R2_LL', 'L4_R2_LL', 'L5_R2_LL', 'L6_R2_LL', 'L7_R2_LL', 'L8_R2_LL', 'L9_R2_LL', 'L10_R2_LL']",weekday
114,71fc05b14b631bec,02/24/2021,yes,1614159987784,1614160113102,2021-02-24 17:46:27,2021-02-24 17:48:33,L10_R2_LL,L1_CP_zone_1,125,"['L10_R2_LL', 'L9_R2_LL', 'L8_R2_LL', 'L7_R2_LL', 'L6_R2_LL', 'L5_R2_LL', 'L4_R2_LL', 'L1_R2_LL', 'L1_Entrance_6', 'L1_Thoroughfare', 'L1_Entrance_7', 'L1_CP_zone_1']",weekday
115,71fc05b14b631bec,02/24/2021,yes,1614174239581,1614174349778,2021-02-24 21:43:59,2021-02-24 21:45:49,L1_Entrance_1,L10_R2_LL,110,"['L1_Entrance_1', 'L1_Entrance_1_lobby', 'L1_Entrance_1', 'L1_SLL_corridor', 'L1_Entrance_1', 'L1_Entrance_1_lobby', 'L1_Yassin_walkway', 'L1_CP_zone_2', 'L1_Yassin_walkway', 'L2_FC_zone_1', 'L2_FC_zone_8', 'L2_FC_zone_1', 'L1_Yassin_walkway', 'L1_CP_zone_2', 'L1_CP_zone_3', 'L1_CP_zone_4', 'L1_R2_LL', 'L4_R2_LL', 'L5_R2_LL', 'L6_R2_LL', 'L7_R2_LL', 'L8_R2_LL', 'L9_R2_LL', 'L10_R2_LL']",weekday
116,71fc05b14b631bec,02/25/2021,yes,1614206225617,1614206322827,2021-02-25 06:37:05,2021-02-25 06:38:42,L10_R2_LL,L1_CP_zone_1,97,"['L10_R2_LL', 'L9_R2_LL', 'L8_R2_LL', 'L7_R2_LL', 'L6_R2_LL', 'L5_R2_LL', 'L4_R2_LL', 'L1_R2_LL', 'L1_Entrance_6', 'L1_CP_zone_1', 'L1_Entrance_7', 'L1_CP_zone_1']",weekday
117,73499af8416e8290,02/04/2021,yes,1612417576708,1612417594849,2021-02-04 13:46:16,2021-02-04 13:46:34,L4_ST_walkway,L4_R1_garden,18,"['L4_ST_walkway', 'L4_R1_deck', 'L4_R1_garden']",weekday
118,74e845d5835ed645,02/24/2021,yes,1614145678150,1614145856741,2021-02-24 13:47:58,2021-02-24 13:50:56,L9_R1_LL,L1_Entrance_7,178,"['L9_R1_LL', 'L8_R1_LL', 'L7_R1_LL', 'L6_R1_LL', 'L5_R1_LL', 'L4_R1_LL', 'L1_R1_LL', 'L1_R1_LL_walkway', 'L1_Entrance_1_lobby', 'L1_Yassin_walkway', 'L1_CP_zone_2', 'L1_CP_zone_3', 'L1_CP_zone_1', 'L1_CP_zone_2', 'L1_CP_zone_1', 'L1_Entrance_7']",weekday
119,74e845d5835ed645,02/24/2021,yes,1614146172078,1614147188438,2021-02-24 13:56:12,2021-02-24 14:13:08,B1_Supermarket_entrance_1,L9_R1_LL,1016,"['B1_Supermarket_entrance_1', 'L1_Shop_walkway_3', 'L1_Shop_walkway_2', 'L1_CLL', 'L2_CLL', 'L2_FC_zone_8_walkway', 'L2_FC_zone_8', 'L2_FC_zone_1', 'L1_Yassin_walkway', 'L1_Entrance_1_lobby', 'L1_R1_LL_walkway', 'L1_Entrance_1_lobby', 'L1_Yassin_walkway', 'L1_Entrance_1_lobby', 'L1_R1_LL_walkway', 'L1_R1_LL', 'L4_R1_LL', 'L5_R1_LL', 'L6_R1_LL', 'L7_R1_LL', 'L8_R1_LL', 'L9_R1_LL']",weekday
120,74e845d5835ed645,02/23/2021,yes,1614038744224,1614039450034,2021-02-23 08:05:44,2021-02-23 08:17:30,L6_R1_LL,L9_R1_LL,705,"['L6_R1_LL', 'L5_R1_LL', 'L6_R1_LL', 'L6_R1_LL_corridor', 'L6_Deck_1', 'L6_PG_walkway', 'L6_PG', 'L6_ST_1', 'L6_CCC_walkway', 'L6_AAH_walkway', 'L6_CLL', 'L4_CLL', 'L3_CLL', 'L2_CLL', 'L2_FC_zone_8_walkway', 'L2_FC_zone_8', 'L2_FC_zone_1', 'L1_Yassin_walkway', 'L1_Entrance_1_lobby', 'L1_Yassin_walkway', 'L1_Entrance_1_lobby', 'L1_R1_LL_walkway', 'L1_R1_LL', 'L4_R1_LL', 'L5_R1_LL', 'L6_R1_LL', 'L7_R1_LL', 'L8_R1_LL', 'L9_R1_LL']",weekday
121,74e845d5835ed645,02/25/2021,yes,1614226491878,1614227130659,2021-02-25 12:14:51,2021-02-25 12:25:30,L5_R1_LL,L8_R1_LL,638,"['L5_R1_LL', 'L6_R1_LL', 'L7_R1_LL', 'L8_R1_LL', 'L9_R1_LL', 'L8_R1_LL']",weekday
122,74e845d5835ed645,02/19/2021,yes,1613728188056,1613728369917,2021-02-19 17:49:48,2021-02-19 17:52:49,B2_R1_LL,L8_R1_LL,181,"['B2_R1_LL', 'B1_R1_LL', 'L1_R1_LL', 'L1_R1_LL_walkway', 'L1_Entrance_1_lobby', 'L1_Yassin_walkway', 'L1_Entrance_1_lobby', 'L1_R1_LL_walkway', 'L1_R1_LL', 'L4_R1_LL', 'L5_R1_LL', 'L6_R1_LL', 'L7_R1_LL', 'L8_R1_LL', 'L9_R1_LL', 'L8_R1_LL']",weekday
123,7756cfcaea15d5cd,02/10/2021,yes,1612889424319,1612889462919,2021-02-10 00:50:24,2021-02-10 00:51:02,L1_Entrance_1,B1_Carpark_zone_1,38,"['L1_Entrance_1', 'L1_SLL_corridor', 'L1_SLL', 'B1_SLL', 'B1_Carpark_zone_1']",weekday
124,7756cfcaea15d5cd,02/10/2021,yes,1612893951549,1612894007219,2021-02-10 02:05:51,2021-02-10 02:06:47,B1_Carpark_zone_3,L1_Fish_pond,55,"['B1_Carpark_zone_3', 'B1_Carpark_zone_4', 'B1_R1_LL', 'L1_R1_LL', 'L1_R1_LL_walkway', 'L1_Entrance_1_lobby', 'L1_Yassin_walkway', 'L1_CP_zone_2', 'L1_CP_zone_3', 'L1_Fish_pond']",weekday
125,7756cfcaea15d5cd,02/10/2021,yes,1612896087761,1612896169305,2021-02-10 02:41:27,2021-02-10 02:42:49,L1_Shop_walkway_2,L1_CP_zone_1,81,"['L1_Shop_walkway_2', 'L1_Shop_walkway_1', 'L1_CP_zone_2', 'L1_CP_zone_1']",weekday
